CRN,Subject,Title,Hours,Instructor,Days,Start Time,End Time,Location,Seats Available
10757,KINS 1525 SBD,Concepts HPE(Body Condition),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
10843,KINS 1090 01H,Pickleball,1,"Clouse, Robert",MW,1:25 PM,2:15 PM,T,
10818,KINS 1525 SYB,Concepts of HPE (Yoga),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
10758,KINS 1525 SBE,Concepts HPE(Body Condition),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
13458,KINS 3541 AB,Structural Kinesiology-Lab,0,"Collins, Rebecca",W,10:45 AM,1:15 PM,T,
10740,KINS 1525 SAD,Concepts of HPE(Aerobics),2,"Davis, Sarah",TR,9:30 AM,10:20 AM,T,
10742,KINS 1525 SAF,Concepts of HPE(Aerobics),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
13445,KINS 3542 AE,Physiological Aspects Ex-Lab,0,"Coleman, Justine",T,8:00 AM,10:40 AM,T,
10751,KINS 1525 SNA,Concepts of HPE (Basketball),2,"Clouse, Robert",TR,9:30 AM,10:20 AM,T,
10799,KINS 1525 STB,Concepts of HPE (Tennis),2,"Clouse, Robert",MW,11:15 AM,12:05 PM,T,
10737,KINS 1525 SAA,Concepts of HPE (Aerobics),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
10767,KINS 1525 SFC,Concepts HPE (Fitness Walking),2,"Clouse, Robert",TR,9:30 AM,10:20 AM,T,
13456,KINS 3541 B,Structural Kinesiology,4,"Munkasy, Barry",TR,2:00 PM,3:15 PM,T,
10817,KINS 1525 SYA,Concepts of HPE (Yoga),2,"Davis, Sarah",TR,9:30 AM,10:20 AM,T,
10762,KINS 1525 SXC,Concepts of HPE (Bowling),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
10815,KINS 1525 SWG,Concepts HPE/FYE(Wt. Training),2,"Davis, Sarah",M,10:10 AM,11:00 AM,T,
13429,KINS 3132 A,Found of Ex/Sport Psych,3,"Haynes, Jonathan",TR,11:00 AM,12:15 PM,T,
13422,KINS 3543 AB,Biomech Analysis of Movt-Lab,0,"Munkasy, Barry",W,12:15 PM,1:55 PM,T,
10813,KINS 1525 SWF,Concepts HPE(Intro to Fitness),2,"Davis, Sarah",TR,9:30 AM,10:20 AM,T,
13428,KINS 4231 C,Fitness Eval/Ex Prescript,4,"Yarbrough, Mary",TR,2:00 PM,3:15 PM,T,
10810,KINS 1525 SWC,Concepts of HPE (Wt. Training),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
10787,KINS 1525 SME,Concepts of HPE (Scuba),2,"Clouse, Robert",R,10:00 AM,11:40 AM,T,
10794,KINS 1525 SPA,Concepts of HPE (Pickleball),2,"Clouse, Robert",MW,9:05 AM,9:55 AM,T,
13540,KINS 3433 A,Elementary PE II,3,"Lanier, Kacie",TR,11:00 AM,1:45 PM,T,
10741,KINS 1525 SAE,Concepts of HPE(Aerobics),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
10831,KINS 1115 01H,Bowling,1,"Davis, Sarah",TR,12:30 PM,1:20 PM,T,
13425,KINS 3543 BB,Biomech Analysis of Movt-Lab,0,"Munkasy, Barry",R,5:00 PM,6:40 PM,T,
13474,KINS 4231 AB,Fitness Eval/Ex Prescript-Lab,0,"Coleman, Justine",F,10:15 AM,12:15 PM,T,
10743,KINS 1525 SRA,Concepts of HPE (Archery),2,"Davis, Sarah",MW,2:30 PM,3:20 PM,T,
10755,KINS 1525 SBB,Concepts HPE(Body Condition),2,"Davis, Sarah",TR,9:30 AM,10:20 AM,T,
10791,KINS 1525 SIA,Concepts HPE (Fitness Swim),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
13548,KINS 4420 01H,Sport Conditioning Lab,2,"Davis, Sarah",TR,2:00 PM,2:50 PM,T,
13437,KINS 3438 A,Personal Training,3,"Collins, Rebecca",TR,2:00 PM,3:15 PM,T,
13420,KINS 3543 B,Biomech Analysis of Movt,4,"Wilson, Samuel",MWF,10:10 AM,11:00 AM,T,
10765,KINS 1525 SFA,Concepts HPE (Fitness Walking),2,"Clouse, Robert",MW,11:15 AM,12:05 PM,T,
13547,KINS 4440 A,Inst Design Hpe/Elem Students,4,"Lanier, Kacie",TR,8:00 AM,10:45 AM,T,
10754,KINS 1525 SBA,Concepts HPE(Body Condition),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
10768,KINS 1525 SFD,Concepts HPE (Fitness Walking),2,"Clouse, Robert",MW,12:20 PM,1:10 PM,T,
10804,KINS 1525 SVA,Concepts of HPE (Volleyball),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
10820,KINS 1525 SYC,Concepts of HPE (Yoga),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
13462,KINS 3541 AA,Structural Kinesiology-Lab,0,"Yarbrough, Mary",T,9:30 AM,12:00 PM,T,
13543,KINS 3125 01H,Technology in Sport,2,"Carr, David",TR,11:00 AM,11:50 AM,T,
10756,KINS 1525 SBC,Concepts HPE(Body Condition),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
13452,KINS 3130 B,Research Methods in Kines,3,"Joyner, Albert",MW,4:00 PM,5:15 PM,T,
10840,KINS 1318 01H,Scuba,1,"Clouse, Robert",F,8:00 AM,9:40 AM,T,
10748,KINS 1525 SRD,Concepts of HPE (Archery),2,"Davis, Sarah",TR,3:00 PM,3:50 PM,T,
10781,KINS 1525 SHA,Concepts of HPE(Adpt PAI),2,"Clouse, Robert",MW,1:25 PM,2:15 PM,T,
10759,KINS 1525 SBF,Concepts HPE(Body Condition),2,"Davis, Sarah",TR,8:00 AM,8:50 AM,T,
10792,KINS 1525 SIB,Concepts HPE (Beginning Swim),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
10777,KINS 1525 SGC,Concepts of HPE (Golf),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
10746,KINS 1525 SRC,Concepts of HPE (Archery),2,"Davis, Sarah",TR,2:00 PM,2:50 PM,T,
13546,KINS 4099 A,Coach Ind Sports,2,"Carr, David",TR,12:30 PM,1:20 PM,T,
10783,KINS 1525 SMA,Concepts of HPE (Scuba),2,"Clouse, Robert",W,1:25 PM,3:05 PM,T,
10805,KINS 1525 SVB,Concepts of HPE (Volleyball),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
10809,KINS 1525 SWB,Concepts of HPE (Wt. Training),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
10744,KINS 1525 SRB,Concepts of HPE (Archery),2,"Davis, Sarah",MW,1:25 PM,2:15 PM,T,
13539,KINS 3430 A,Principles of Coaching,3,"Carr, David",TR,9:30 AM,10:45 AM,T,
10739,KINS 1525 SAB,Concepts of HPE(Aerobics),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
13427,KINS 4231 B,Fitness Eval/Ex Prescript,4,"Collins, Rebecca",TR,3:30 PM,4:45 PM,T,
10780,KINS 1525 RTC,Concepts of HPE (Jogging),2,"Davis, Sarah",MW,6:30 AM,7:20 AM,T,
13457,KINS 3541 BA,Structural Kinesiology-Lab,0,"Coleman, Justine",W,8:00 AM,10:30 AM,T,
13419,KINS 3543 A,Biomech Analysis of Movt,4,"Munkasy, Barry",TR,9:30 AM,10:45 AM,T,
13426,KINS 4231 A,Fitness Eval/Ex Prescript,4,"Coleman, Justine",MW,2:30 PM,3:45 PM,T,
10796,KINS 1525 SPB,Concepts of HPE (Pickleball),2,"Clouse, Robert",TR,9:30 AM,10:20 AM,T,
10778,KINS 1525 SGD,Concepts of HPE (Golf),2,"Davis, Sarah",TR,9:30 AM,10:20 AM,T,
10761,KINS 1525 SXB,Concepts of HPE (Bowling),2,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
10797,KINS 1525 SPC,Concepts of HPE (Pickleball),2,"Clouse, Robert",MW,12:20 PM,1:10 PM,T,
10833,KINS 1310 01H,Golf,1,"Davis, Sarah",MW,12:20 PM,1:10 PM,T,
10821,KINS 1525 SYD,Concepts of HPE (Yoga),2,"Davis, Sarah",MW,9:05 AM,9:55 AM,T,
10770,KINS 1525 SFF,Concepts HPE (Fitness Walking),2,"Clouse, Robert",MW,10:10 AM,11:00 AM,T,
10300,KINS 7438 01H,Motor Behavior,3,"Siekirk, Nicholas",W,5:00 PM,7:45 PM,T,
10769,KINS 1525 SFE,Concepts HPE (Fitness Walking),2,"Clouse, Robert",TR,12:30 PM,1:20 PM,T,
10806,KINS 1525 SVC,Concepts of HPE (Volleyball),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
10788,KINS 1525 SKA,Concepts of HPE (Softball),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
10784,KINS 1525 SMB,Concepts of HPE (Scuba),2,"Clouse, Robert",R,8:00 AM,9:40 AM,T,
10289,KINS 6131 01H,Data Analysis in Kinesiology,3,"Joyner, Albert",T,3:00 PM,5:45 PM,T,
13542,KINS 4099 C,Sp Top - Adap Phys Activity,3,"Griffin, Stephen",TR,2:30 PM,5:15 PM,T,
10814,KINS 1525 SWE,Concepts of HPE (Wt. Training),2,"Davis, Sarah",TR,12:30 PM,1:20 PM,T,
13451,KINS 3130 A,Research Methods in Kines,3,"Joyner, Albert",MW,2:30 PM,3:45 PM,T,
10776,KINS 1525 SGB,Concepts of HPE (Golf),2,"Davis, Sarah",TR,12:30 PM,1:20 PM,T,
10302,KINS 7533 01H,SP and Ex Psych Interventions,3,"Byrd, Megan",M,5:00 PM,7:45 PM,T,
10296,KINS 7238 01H,Human Perf/Nutrition,3,"Flatt, Andrew",T,3:00 PM,5:45 PM,T,
10290,KINS 7131 01H,Ethics in Sport/Exercise Psych,3,"Harris, Brandonn",W,5:00 PM,7:45 PM,T,
10779,KINS 1525 SGE,Concepts of HPE (Golf),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
13476,KINS 4231 CC,Fitness Eval/Ex Prescript-Lab,0,"Yarbrough, Mary",F,12:30 PM,2:30 PM,T,
13475,KINS 4231 BB,Fitness Eval/Ex Prescript-Lab,0,"Collins, Rebecca",F,2:45 PM,4:45 PM,T,
10811,KINS 1525 SWD,Concepts of HPE (Wt. Training),2,"Davis, Sarah",TR,8:00 AM,8:50 AM,T,
13424,KINS 3543 BA,Biomech Analysis of Movt-Lab,0,"Munkasy, Barry",W,5:30 PM,7:10 PM,T,
10753,KINS 1525 SNC,Concepts of HPE (Basketball),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
10301,KINS 7470 01H,Theory Method Stngth and Cond,3,"Flatt, Andrew",R,3:00 PM,5:45 PM,T,
13446,KINS 3542 AF,Physiological Aspects Ex-Lab,0,"Coleman, Justine",R,11:15 AM,1:45 PM,T,
10750,KINS 1525 SCB,Concepts of HPE (Badminton),2,"Clouse, Robert",MW,10:10 AM,11:00 AM,T,
13421,KINS 3543 AA,Biomech Analysis of Movt-Lab,0,"Munkasy, Barry",R,2:00 PM,3:40 PM,T,
10836,KINS 1313 01H,Adaptive PA I,1,"Clouse, Robert",MW,1:25 PM,2:15 PM,T,
10773,KINS 1525 SOC,Concepts of HPE(Flag Football),2,"Clouse, Robert",TR,12:30 PM,1:20 PM,T,
13432,KINS 2535 A,Intro to Exercise Science,3,"Kuykendall, Julie",MWF,11:15 AM,12:05 PM,T,
13541,KINS 3436 01H,Perf & Tech in Phy Act I,3,"Pritchard, Tony",MWF,12:20 PM,2:15 PM,T,
10800,KINS 1525 STC,Concepts of HPE (Tennis),2,"Clouse, Robert",TR,12:30 PM,1:20 PM,T,
13442,KINS 3542 AB,Physiological Aspects Ex-Lab,0,"Coleman, Justine",R,8:00 AM,10:30 AM,T,
10803,KINS 1525 SUA,Concepts HPE(Ultimate Frisbee),2,"Davis, Sarah",TR,12:30 PM,1:20 PM,T,
10844,KINS 1512 01H,Yoga,1,"Davis, Sarah",MW,10:10 AM,11:00 AM,T,
10760,KINS 1525 SXA,Concepts of HPE (Bowling),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
10775,KINS 1525 SGA,Concepts of HPE(Golf),2,"Davis, Sarah",MW,11:15 AM,12:05 PM,T,
13460,KINS 3541 BC,Structural Kinesiology-Lab,0,"Collins, Rebecca",W,1:30 PM,4:00 PM,T,
10801,KINS 1525 STE,Concepts of HPE (Tennis),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
10763,KINS 1525 SXD,Concepts of HPE (Bowling),2,"Davis, Sarah",MW,12:20 PM,1:10 PM,T,
10822,KINS 1525 SYE,Concepts of HPE (Yoga),2,"Davis, Sarah",TR,8:00 AM,8:50 AM,T,
10297,KINS 7240 01H,Lab Techniques in Biomechanics,3,"Wilson, Samuel",M,5:00 PM,7:45 PM,T,
13435,KINS 3542 A,Physiological Aspects Ex,4,"Langford, Emily",MW,2:30 PM,3:45 PM,T,
13538,KINS 2431 A,Foundations of Health & PE,3,"Nein, Bradley",TR,12:30 PM,1:45 PM,T,
10790,KINS 1525 SSB,Concepts of HPE (Soccer),2,"Clouse, Robert",TR,12:30 PM,1:20 PM,T,
10771,KINS 1525 SFG,Concepts HPE (Fitness Walking),2,"Clouse, Robert",MW,9:05 AM,9:55 AM,T,
10786,KINS 1525 SMD,Concepts of HPE (Scuba),2,"Clouse, Robert",F,10:00 AM,11:40 AM,T,
10766,KINS 1525 SFB,Concepts HPE (Fitness Walking),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
10808,KINS 1525 SWA,Concepts HPE (Women Wt Train),2,"Davis, Sarah",TR,11:00 AM,11:50 AM,T,
10749,KINS 1525 SCA,Concepts of HPE (Badminton),2,"Clouse, Robert",MW,9:05 AM,9:55 AM,T,
13423,KINS 3543 AC,Biomech Analysis of Movt-Lab,0,"Munkasy, Barry",T,11:00 AM,12:40 PM,T,
13549,KINS 4637 A,Senior Seminar in Hpe,3,"Nein, Bradley",MW,4:00 PM,5:15 PM,T,
13444,KINS 3542 AD,Physiological Aspects Ex-Lab,0,"Coleman, Justine",W,11:15 AM,1:45 PM,T,
10294,KINS 7231 01H,Lab Tech in Exercise Phys,3,"Langford, Emily",M,5:00 PM,7:45 PM,T,
10752,KINS 1525 SNB,Concepts of HPE (Basketball),2,"Clouse, Robert",TR,12:30 PM,1:20 PM,T,
10807,KINS 1525 SVD,Concepts of HPE (Volleyball),2,"Davis, Sarah",MW,12:20 PM,1:10 PM,T,
10782,KINS 1525 SHB,Concepts of HPE(Adpt PAII),2,"Clouse, Robert",TR,9:30 AM,10:20 AM,T,
13433,KINS 3230 A,Motor Control/Coord/Skill,3,"Siekirk, Nicholas",TR,11:00 AM,12:15 PM,T,
10839,KINS 1314 01H,Adaptive PA II,1,"Clouse, Robert",TR,9:30 AM,10:20 AM,T,
13455,KINS 3541 A,Structural Kinesiology,4,"Munkasy, Barry",TR,8:00 AM,9:15 AM,T,
10764,KINS 1525 SXE,Concepts of HPE (Bowling),2,"Davis, Sarah",MW,1:25 PM,2:15 PM,T,
10798,KINS 1525 STA,Concepts of HPE (Tennis),2,"Clouse, Robert",MW,10:10 AM,11:00 AM,T,
10841,KINS 2318 01H,Scuba: Intermediate,1,"Clouse, Robert",F,8:00 AM,9:40 AM,T,
13463,KINS 3541 BB,Structural Kinesiology-Lab,0,"Yarbrough, Mary",R,9:30 AM,12:00 PM,T,
13434,KINS 3230 B,Motor Control/Coord/Skill,3,"Wilson, Samuel",MWF,1:25 PM,2:15 PM,T,
10785,KINS 1525 SMC,Concepts of HPE (Scuba),2,"Clouse, Robert",F,12:00 PM,1:40 PM,T,
13443,KINS 3542 AC,Physiological Aspects Ex-Lab,0,"Coleman, Justine",W,8:00 AM,10:30 AM,T,
10789,KINS 1525 SSA,Concepts of HPE (Soccer),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
13440,KINS 4231 AA,Fitness Eval/Ex Prescript-Lab,0,"Coleman, Justine",F,8:00 AM,10:00 AM,T,
13436,KINS 3542 B,Physiological Aspects Ex,4,"Yarbrough, Mary",TR,12:30 PM,1:45 PM,T,
13441,KINS 3542 AA,Physiological Aspects Ex-Lab,0,"Coleman, Justine",R,2:00 PM,4:30 PM,T,
10772,KINS 1525 SOA,Concepts of HPE(Flag Football),2,"Clouse, Robert",TR,11:00 AM,11:50 AM,T,
13461,KINS 3541 AC,Structural Kinesiology-Lab,0,"Kuykendall, Julie",R,12:15 PM,2:45 PM,T,
11962,LOGT 2232 A,Introduction to Supply Chain,3,"Ellis, Amie",TR,11:00 AM,12:15 PM,T,
11970,LOGT 4232 A,International SC Systems,3,"Karamemis, Gulver",TR,12:30 PM,1:45 PM,T,
11968,LOGT 4231 A,LIT Operations,3,"Hatton, Marc",TR,9:30 AM,10:45 AM,T,
11972,LOGT 4263 A,LIT Supply Chains,3,"Karamemis, Gulver",TR,2:00 PM,3:15 PM,T,
11966,LOGT 3232 A,Logistics and SC Strategy,3,"Faires, Christophe",MW,2:30 PM,3:45 PM,T,
11965,LOGT 2232 B,Introduction to Supply Chain,3,"Ellis, Amie",TR,12:30 PM,1:45 PM,T,
11756,LSTD 2106 H,Legal Environment of Business,3,"Sipe, Stephanie",TR,3:30 PM,4:45 PM,T,
11747,LSTD 2106 A,Legal Environment of Business,3,"Sipe, Stephanie",TR,11:00 AM,12:15 PM,T,
11751,LSTD 2106 D,Legal Environment of Business,3,"Wilson, Robin",TR,3:30 PM,4:45 PM,T,
11757,LSTD 2106 I,Legal Environment of Business,3,"Wiggins, Michael",MW,9:05 AM,11:50 AM,T,
11748,LSTD 2106 B,Legal Environment of Business,3,"Evans, Justin",MWF,9:05 AM,9:55 AM,T,
11760,LSTD 4633 A,Forensic Interviews,3,"Staff, Unknown",TR,9:30 AM,10:45 AM,T,
11754,LSTD 2106 F,Legal Environment of Business,3,"Wiggins, Michael",MWF,1:25 PM,2:15 PM,T,
11752,LSTD 2106 E,Legal Environment of Business,3,"Wilson, Robin",TR,9:30 AM,12:15 PM,T,
11755,LSTD 2106 G,Legal Environment of Business,3,"Wiggins, Michael",MWF,12:20 PM,1:10 PM,T,
11759,LSTD 3630 A,White Collar Crime,3,"Wiggins, Michael",MW,2:30 PM,3:45 PM,T,
11750,LSTD 2106 C,Legal Environment of Business,3,"Wilson, Robin",TR,2:00 PM,3:15 PM,T,
12600,LSTD 4334 A,Employment Law and Compliance,3,"Sipe, Stephanie",TR,2:00 PM,3:15 PM,T,
13155,MATH 1111 01H,College Algebra,3,"Jones, Allyson",T,9:30 AM,10:45 AM,T,
13178,MATH 1111 E1,College Algebra - LS,3,"Coggins, Katelyn",TR,12:30 PM,1:45 PM,T,
13124,MATH 1101 B,Introduction to Math Modeling,3,"Rogers, Gerald",MWF,9:05 AM,9:55 AM,T,
13132,MATH 5335 A,Intermediate Linear Algebra,3,"Nasseh, Saeed",MW,2:30 PM,3:45 PM,T,
13143,MATH 5333 A,Modern Algebra I,3,"Iacob, Alina",TR,2:00 PM,3:15 PM,T,
13312,MATH 2242 K,Calculus II,4,"Lin, Yi",F,12:20 PM,1:10 PM,T,
13312,MATH 2242 K,Calculus II,4,"Lin, Yi",MW,12:20 PM,1:10 PM,T,
13294,MATH 2242 H01,Honors Calculus II,4,"Lee, Yongki",TR,9:30 AM,10:45 AM,T,
13294,MATH 2242 H01,Honors Calculus II,4,"Lee, Yongki",MW,9:30 AM,10:45 AM,T,
13121,MATH 7231 A,Adv Numerical Analy I,3,"Chen, Zhan",MWF,11:15 AM,12:05 PM,T,
13174,MATH 1111 C1,College Algebra - LS,3,"Casey, Carly",TR,8:00 AM,9:15 AM,T,
13053,MATH 0998 A1,Support for Math Modeling,2,"Rogers, Gerald",MW,10:10 AM,11:00 AM,T,
13177,MATH 1111 E,College Algebra,3,"Coggins, Katelyn",TR,12:30 PM,1:45 PM,T,
13289,MATH 1441 P,Calculus I,4,"Ziegler, Francois",TR,2:00 PM,3:15 PM,T,
13289,MATH 1441 P,Calculus I,4,"Ziegler, Francois",MW,2:00 PM,3:15 PM,T,
13285,MATH 1441 K,Calculus I,4,"Ziegler, Francois",MW,12:20 PM,1:10 PM,T,
13285,MATH 1441 K,Calculus I,4,"Ziegler, Francois",TR,12:20 PM,1:10 PM,T,
13266,MATH 1232 P,Survey of Calculus,3,"Atasever, Nuriye",TR,8:00 AM,9:15 AM,T,
13182,MATH 1111 H,College Algebra,3,"Rogers, Gerald",MWF,12:20 PM,1:10 PM,T,
13181,MATH 1111 G,College Algebra,3,"Atasever, Nuriye",TR,2:00 PM,3:15 PM,T,
13130,MATH 5335G A,Intermediate Linear Algebra,3,"Nasseh, Saeed",MW,2:30 PM,3:45 PM,T,
13295,MATH 2242 M,Calculus II,4,"Braselton, Lorraine",MW,1:25 PM,2:15 PM,T,
13295,MATH 2242 M,Calculus II,4,"Braselton, Lorraine",TR,1:25 PM,2:15 PM,T,
13305,MATH 2160 C,Elementary Linear Algebra,3,"Sobaje, Paul",TR,12:30 PM,1:45 PM,T,
13290,MATH 1441 Q,Calculus I,4,"Zou, Yuting",TR,2:00 PM,3:15 PM,T,
13290,MATH 1441 Q,Calculus I,4,"Zou, Yuting",MW,2:00 PM,3:15 PM,T,
13120,MATH 1101 A,Introduction to Math Modeling,3,"Rogers, Gerald",MWF,8:00 AM,8:50 AM,T,
13066,MATH 0998 F1,Support for Math Modeling,2,"O'Reilly, William",TR,11:00 AM,11:50 AM,T,
13246,MATH 1232 D,Survey of Calculus,3,"Coggins, William",MWF,9:05 AM,9:55 AM,T,
13215,MATH 3135 B,"Found of Geom, Alg, Data",3,"Eisenreich, Heidi",MW,2:30 PM,3:45 PM,T,
13170,MATH 3230 A,Ordinary Differential Equation,3,"Gray, Daniel",TR,2:00 PM,3:15 PM,T,
13304,MATH 2160 B,Elementary Linear Algebra,3,"Chukwu, Chidozie",MW,2:30 PM,3:45 PM,T,
13159,MATH 1111 02H,College Algebra,3,"Jones, Allyson",R,9:30 AM,10:45 AM,T,
13142,MATH 1101 G1,Intro to Math Modeling - LS,3,"Jones, Allyson",TR,12:30 PM,1:45 PM,T,
13183,MATH 1111 I,College Algebra,3,"Barrs, Sharon",MW,2:30 PM,3:45 PM,T,
13062,MATH 0998 D1,Support for Math Modeling,2,"Uchida, Masahiko",MW,2:30 PM,3:20 PM,T,
13222,MATH 3135 A,"Found of Geom, Alg, Data",3,"Eisenreich, Heidi",MW,1:00 PM,2:15 PM,T,
13301,MATH 2130 C,Discrete Mathematics,3,"Gray, Daniel",TR,3:30 PM,4:45 PM,T,
13171,MATH 1111 B,College Algebra,3,"Winskie, Amy",MWF,9:05 AM,9:55 AM,T,
13119,MATH 7331 A,Real Analysis,3,"Lee, Yongki",TR,11:00 AM,12:15 PM,T,
13292,MATH 2243 A,Calculus III,4,"Wang, Hua",TR,8:00 AM,9:15 AM,T,
13292,MATH 2243 A,Calculus III,4,"Wang, Hua",W,8:00 AM,9:15 AM,T,
13217,MATH 1113 E,Pre-Calculus Mathematics,3,"Staff, Unknown",TR,11:00 AM,12:15 PM,T,
13253,MATH 1232 I,Survey of Calculus,3,"Piltner, Reinhard",TR,9:30 AM,10:45 AM,T,
13317,MATH 2242 I,Calculus II,4,"Braselton, Lorraine",TR,11:00 AM,12:15 PM,T,
13317,MATH 2242 I,Calculus II,4,"Braselton, Lorraine",MW,11:00 AM,12:15 PM,T,
13308,MATH 2232 A,Concepts in Middle Grades Math,3,"Taylor, Sharon",TR,2:00 PM,3:15 PM,T,
13134,MATH 1101 E1,Intro to Math Modeling - LS,3,"O'Reilly, William",TR,8:00 AM,9:15 AM,T,
13216,MATH 1113 D,Pre-Calculus Mathematics,3,"Smith, Chasen",MWF,9:05 AM,9:55 AM,T,
13073,MATH 0999 C1,Support for College Algebra,2,"Casey, Carly",TR,11:00 AM,11:50 AM,T,
13223,MATH 1113 I,Pre-Calculus Mathematics,3,"O'Reilly, William",MWF,1:25 PM,2:15 PM,T,
13173,MATH 1111 C,College Algebra,3,"Casey, Carly",TR,8:00 AM,9:15 AM,T,
13074,MATH 0999 D1,Support for College Algebra,2,"Casey, Carly",TR,11:00 AM,11:50 AM,T,
13175,MATH 1111 D,College Algebra,3,"Casey, Carly",TR,9:30 AM,10:45 AM,T,
13283,MATH 1441 G,Calculus I,4,"Zou, Yuting",TR,9:30 AM,10:45 AM,T,
13283,MATH 1441 G,Calculus I,4,"Zou, Yuting",MW,9:30 AM,10:45 AM,T,
13235,MATH 2332 A,Mathematical Structures,3,"Sobaje, Paul",TR,2:00 PM,3:15 PM,T,
13125,MATH 1101 B1,Intro to Math Modeling - LS,3,"Rogers, Gerald",MWF,9:05 AM,9:55 AM,T,
13128,MATH 5450 A,Intro to Mathematical Physics,3,"Zheng, Shijun",TR,9:30 AM,10:45 AM,T,
13145,MATH 5234G A,Number Theory,3,"Chang, Sungkon",TR,3:30 PM,4:45 PM,T,
13211,MATH 3135 C,"Found of Geom, Alg, Data",3,"Maher, Eryn",TR,12:30 PM,1:45 PM,T,
13302,MATH 2160 A,Elementary Linear Algebra,3,"Sobaje, Paul",TR,9:30 AM,10:45 AM,T,
13625,MATH 5434G A,Fcns of Complex Variable,3,"Hu, Yi",MWF,10:10 AM,11:00 AM,T,
13058,MATH 0998 B1,Support for Math Modeling,2,"Rogers, Gerald",MW,10:10 AM,11:00 AM,T,
13071,MATH 0999 A1,Support for College Algebra,2,"Winskie, Amy",MW,10:10 AM,11:00 AM,T,
13322,MATH 3230 C,Ordinary Differential Equation,3,"Zhu, Jiehua",MWF,12:20 PM,1:10 PM,T,
13180,MATH 1111 F1,College Algebra - LS,3,"Coggins, Katelyn",TR,2:00 PM,3:15 PM,T,
13219,MATH 1113 F,Pre-Calculus Mathematics,3,"Gray, Daniel",TR,9:30 AM,10:45 AM,T,
13287,MATH 1441 N,Calculus I,4,"Smith, Chasen",WF,11:15 AM,12:05 PM,T,
13287,MATH 1441 N,Calculus I,4,"Smith, Chasen",MWF,11:15 AM,12:05 PM,T,
13065,MATH 0998 E1,Support for Math Modeling,2,"O'Reilly, William",TR,11:00 AM,11:50 AM,T,
13076,MATH 0999 F1,Support for College Algebra,2,"Coggins, Katelyn",TR,3:30 PM,4:20 PM,T,
13148,MATH 5234 A,Number Theory,3,"Chang, Sungkon",TR,3:30 PM,4:45 PM,T,
13224,MATH 1113 J,Pre-Calculus Mathematics,3,"Aggarwal, Neelam",MWF,11:15 AM,12:05 PM,T,
14058,MATH 7900 A,Advanced Data Science,3,"Al Taweel, Ahmed",MWF,9:05 AM,9:55 AM,T,
13244,MATH 1232 B,Survey of Calculus,3,"Michalski, Grzegorz",MWF,10:10 AM,11:00 AM,T,
13129,MATH 1101 D,Introduction to Math Modeling,3,"Uchida, Masahiko",MWF,1:25 PM,2:15 PM,T,
13293,MATH 2008 A,Found of Num and Operations,3,"Eisenreich, Heidi",MW,11:30 AM,12:45 PM,T,
13298,MATH 2008 D,Found of Num and Operations,3,"An, Tuyin",TR,3:30 PM,4:45 PM,T,
13248,MATH 1232 E,Survey of Calculus,3,"Barrs, Sharon",MWF,8:00 AM,8:50 AM,T,
13315,MATH 2242 C,Calculus II,4,"Chukwu, Chidozie",MWF,11:15 AM,12:05 PM,T,
13315,MATH 2242 C,Calculus II,4,"Chukwu, Chidozie",MW,11:15 AM,12:05 PM,T,
13280,MATH 2243 C,Calculus III,4,"Chang, Sungkon",M,12:20 PM,1:10 PM,T,
13280,MATH 2243 C,Calculus III,4,"Chang, Sungkon",TR,12:20 PM,1:10 PM,T,
13149,MATH 1101 H1,Intro to Math Modeling - LS,3,"Jones, Allyson",TR,2:00 PM,3:15 PM,T,
13146,MATH 1101 H,Introduction to Math Modeling,3,"Jones, Allyson",TR,2:00 PM,3:15 PM,T,
