CRN,Subject,Title,Hours,Instructor,Days,Start Time,End Time,Location,Seats Available
11728,ACCT 3330 B,Income Tax,3,"Stuart, Gloria",TR,12:30 PM,1:45 PM,T,
11680,ACCT 2101 D,Principles of Accounting I,3,"Sneathen, Lowell",MWF,9:05 AM,9:55 AM,T,
11704,ACCT 2102 H,Principles of Accounting II,3,"Olliff, Edie",MWF,1:25 PM,2:15 PM,T,
11694,ACCT 2102 C,Principles of Accounting II,3,"Buckhoff, Thomas",TR,9:30 AM,10:45 AM,T,
11726,ACCT 3132 B,Intermediate Accounting II,3,"Scheetz, Andrea",TR,2:00 PM,3:15 PM,T,
11729,ACCT 4030 A,VITA,3,"Stuart, Gloria",MW,5:30 PM,6:45 PM,T,
11724,ACCT 3131 B,Intermediate Accounting I,3,"Sneathen, Lowell",MWF,12:20 PM,1:10 PM,T,
11681,ACCT 2101 E,Principles of Accounting I,3,"Stuart, Gloria",TR,8:00 AM,9:15 AM,T,
11725,ACCT 3132 A,Intermediate Accounting II,3,"Scheetz, Andrea",TR,12:30 PM,1:45 PM,T,
11730,ACCT 4130 A,Accounting Info Systems,3,"Du Pon, Adam",TR,8:00 AM,9:15 AM,T,
11737,ACCT 4633 A,Forensic Interviews,3,"Staff, Unknown",TR,9:30 AM,10:45 AM,T,
11702,ACCT 2102 F,Principles of Accounting II,3,"Henderson, Ann",MWF,9:05 AM,9:55 AM,T,
11731,ACCT 4133 A,Intermediate Accounting III,3,"Lamboy Ruiz, Melvin",TR,9:30 AM,10:45 AM,T,
11733,ACCT 4231 A,Advanced Management Accounting,3,"Du Pon, Adam",TR,3:30 PM,4:45 PM,T,
11700,ACCT 2102 D,Principles of Accounting II,3,"Buckhoff, Thomas",TR,11:00 AM,12:15 PM,T,
11745,ACCT 7131 B,Estate Tax,3,"Dowis, William",TR,12:30 PM,1:45 PM,T,
11703,ACCT 2102 G,Honors Principles of Acct I,3,"Henderson, Ann",MWF,9:05 AM,9:55 AM,T,
11689,ACCT 2102 A,Principles of Accounting II,3,"Harter, Charles",TR,9:30 AM,10:45 AM,T,
11677,ACCT 2101 A,Principles of Accounting I,3,"Olliff, Edie",MWF,8:00 AM,8:50 AM,T,
11735,ACCT 4430 B,Auditing,3,"Tipton, Colin",TR,12:30 PM,1:45 PM,T,
11734,ACCT 4430 A,Auditing,3,"Tipton, Colin",TR,11:00 AM,12:15 PM,T,
11692,ACCT 2102 B,Principles of Accounting II,3,"Olliff, Edie",MWF,10:10 AM,11:00 AM,T,
11743,ACCT 7330 A,Taxation of Corp & Partnership,3,"Dowis, William",TR,2:00 PM,3:15 PM,T,
11723,ACCT 3131 A,Intermediate Accounting I,3,"Sneathen, Lowell",MWF,11:15 AM,12:05 PM,T,
11701,ACCT 2102 E,Principles of Accounting II,3,"Olliff, Edie",MWF,11:15 AM,12:05 PM,T,
11736,ACCT 4632 A,Fraud Schemes,3,"Scheetz, Andrea",TR,9:30 AM,10:45 AM,T,
11679,ACCT 2101 C,Principles of Accounting I,3,"Henderson, Ann",MWF,10:10 AM,11:00 AM,T,
11727,ACCT 3330 A,Income Tax,3,"Stuart, Gloria",TR,11:00 AM,12:15 PM,T,
11678,ACCT 2101 B,Principles of Accounting I,3,"Henderson, Ann",MWF,1:25 PM,2:15 PM,T,
11732,ACCT 4133 B,Intermediate Accounting III,3,"Lamboy Ruiz, Melvin",TR,11:00 AM,12:15 PM,T,
11744,ACCT 7731 A,Accounting Data Analytics,3,"Sarji, Joseph",TR,3:30 PM,4:45 PM,T,
11739,ACCT 7131 A,VITA,3,"Sarji, Joseph",MW,5:30 PM,6:45 PM,T,
11695,ANTH 5091G 3,Linguistic Anthropology,3,"Altman, Heidi",TR,3:30 PM,4:45 PM,T,
13764,ANTH 1102 4,Introduction to Anthropology,3,"McNutt, Ryan",MWF,11:15 AM,12:05 PM,T,
11691,ANTH 3431 1,Linguistic Anthropology,3,"Altman, Heidi",TR,3:30 PM,4:45 PM,T,
11661,ANTH 1150 1,Glob Pers Ant: People of World,3,"Tookes, Jennifer L",TR,11:00 AM,12:15 PM,T,
11049,ANTH 1102 1,Introduction to Anthropology,3,"McNutt, Ryan",MWF,10:10 AM,11:00 AM,T,
11653,ANTH 3331 1,Cultural Anthropology,3,"Tookes, Jennifer L",TR,9:30 AM,10:45 AM,T,
11685,ANTH 5091G 2,Zooarchaeology (lecture),3,"Compton, Jonathan",TR,11:00 AM,1:45 PM,T,
11688,ANTH 4630 1,Capstone Sem in Anthropology,3,"Altman, Heidi",TR,2:00 PM,3:15 PM,T,
11657,ANTH 5091G 1,Cultural Anthropology,3,"Tookes, Jennifer L",TR,9:30 AM,10:45 AM,T,
11682,ANTH 4138 1,Zooarchaeology,4,"Compton, Jonathan",TR,11:00 AM,1:45 PM,T,
11384,ARAB 1002 11H,Elementary Arabic II,3,"Salhi, Youssef",MWF,10:10 AM,11:00 AM,T,
11388,ARAB 2002 11H,Intermediate Arabic II,3,"Salhi, Youssef",MWF,1:25 PM,2:15 PM,T,
11386,ARAB 2001 11H,Intermediate Arabic I,3,"Salhi, Youssef",MWF,12:20 PM,1:10 PM,T,
11390,ARAB 3030 11H,Arab Women & Feminism,3,"Salhi, Youssef",MW,2:30 PM,3:45 PM,T,
11375,ARAB 1001 11H,Elementary Arabic I,3,"Salhi, Youssef",MWF,9:05 AM,9:55 AM,T,
13027,ART 1010 C,Drawing: Observation,3,"Staff, Unknown",MW,8:00 AM,10:30 AM,T,
13831,ART 4335 A,GD:User Interface & Experience,3,"Hewlett, Ryan",MW,8:00 AM,10:30 AM,T,
13838,ART 2731 A,Graphic Design: Sophomore Sem,3,"Mortensen, Hans",TR,2:00 PM,3:15 PM,T,
12995,ART 3125 A,Painting: Introduction,3,"Huang, Melissa",TR,8:00 AM,10:30 AM,T,
13000,ART 3425 A,"Print, Paper, Book Arts:PM",3,"Farber, Robert",TR,2:00 PM,4:30 PM,T,
13836,ART 3338 C,GD: Advanced Typography,3,"Murdock, Jason",MW,2:30 PM,5:00 PM,T,
12937,ART 7190 A,Graduate Studio Practice,3,"Staff, Unknown",TR,8:00 AM,10:30 AM,T,
13813,ART 2030 A,3D: Digital Fabrication & Tech,3,"Markum, Elizabeth",MW,2:30 PM,5:00 PM,T,
13031,ART 2020 C,2D:Digital Apps and Technology,3,"Yoo, Samantha",TR,11:00 AM,1:30 PM,T,
13820,ART 4889 B,Graphic Design: Sr. Portfolio,3,"Hewlett, Ryan",TR,8:00 AM,10:30 AM,T,
13026,ART 1020 D,2D: Design & Color Theory,3,"Staff, Unknown",MW,5:30 PM,8:00 PM,T,
12836,ART 1020 A,2D: Design & Color Theory,3,"Staff, Unknown",MW,8:30 AM,10:30 AM,T,
13847,ART 4590 B,Sculpture: Digital Fabrication,3,"Moulton, Marc",TR,2:00 PM,4:30 PM,T,
13020,ART 2020 A,2D:Digital Apps and Technology,3,"Staff, Unknown",MW,5:30 PM,8:00 PM,T,
12953,ART 2535 B,Animation I,3,"Lehman, Kayla",TR,11:00 AM,1:30 PM,T,
13834,ART 3333 B,GD: Branding & Visual Identity,3,"Rushton, Edward",TR,2:00 PM,4:30 PM,T,
13850,ART 4988 A,Senior Practicum,3,"Moulton, Marc",TR,5:00 PM,7:30 PM,T,
13005,ART 1030 D,3D: Form & Space,3,"Markum, Elizabeth",MW,5:00 PM,7:30 PM,T,
13719,ART 4232 A,Ceramics: Advanced,3,"Schmuki, Jeffrey",MW,11:15 AM,1:45 PM,T,
13002,ART 3425 B,"Print, Paper, Book Arts:PM",3,"Farber, Robert",MW,2:30 PM,5:00 PM,T,
13715,ART 2030 B,3D: Digital Fabrication & Tech,3,"Markum, Elizabeth",TR,11:00 AM,1:30 PM,T,
13818,ART 2331 A,GD: Experience & Interactivity,3,"Mortensen, Hans",MW,8:00 AM,10:30 AM,T,
13029,ART 1030 B,3D: Form & Space,3,"Staff, Unknown",MWF,11:15 AM,2:00 PM,T,
12939,ART 7190 B,Graduate Studio Practice,3,"Wible, Loraine",TR,11:00 AM,1:30 PM,T,
13006,ART 1010 B,Drawing: Observation,3,"Mogle, Matthew",TR,11:15 AM,1:45 PM,T,
13028,ART 1020 B,2D: Design & Color Theory,3,"Staff, Unknown",MWF,11:15 AM,2:00 PM,T,
13833,ART 3333 A,GD: Branding & Visual Identity,3,"Hewlett, Ryan",MW,11:15 AM,1:45 PM,T,
12909,ART 1030 A,3D: Form & Space,3,"Staff, Unknown",MW,8:00 AM,10:30 AM,T,
13849,ART 4590 C,Animation: Motion Graphics,3,"Wible, Loraine",MW,2:30 PM,5:00 PM,T,
13717,ART 3225 A,Ceramics: Introduction,3,"Schmuki, Jeffrey",TR,2:00 PM,4:30 PM,T,
13832,ART 2330 A,GD: Typography & Imagery,3,"Yoo, Samantha",MW,8:00 AM,10:30 AM,T,
13011,ART 1010 D,Drawing: Observation,3,"Mogle, Matthew",TR,8:00 AM,10:30 AM,T,
13682,ART 3536 A,Concept Dev in Animation,3,"Lehman, Kayla",MW,11:15 AM,1:45 PM,T,
13004,ART 4135 A,Painting: Advanced,3,"Huang, Melissa",TR,2:00 PM,4:30 PM,T,
12948,ART 2535 A,Animation I,3,"Wible, Loraine",TR,5:30 PM,8:00 PM,T,
13722,ART 4236 A,Small Metals Design Advanced I,3,"Lemon, Christina",TR,2:00 PM,4:30 PM,T,
13839,ART 3235 A,Materials and Making,3,"Moulton, Marc",MW,2:30 PM,5:00 PM,T,
13720,ART 3237 B,Sm Metals Design Fundamentals,3,"Lemon, Christina",MW,11:15 AM,1:45 PM,T,
13721,ART 3237 A,Sm Metals Design Fundamentals,3,"Lemon, Christina",TR,11:00 AM,1:30 PM,T,
13785,ART 2331 B,GD: Experience & Interactivity,3,"Yoo, Samantha",TR,8:00 AM,10:30 AM,T,
12998,ART 4330 A,"Print, Paper, Book Arts III",3,"Farber, Robert",MW,11:15 AM,1:45 PM,T,
12934,ART 1010 A,Drawing: Observation,3,"Staff, Unknown",MW,11:15 AM,1:45 PM,T,
13021,ART 1020 C,2D: Design & Color Theory,3,"Staff, Unknown",MW,2:30 PM,5:00 PM,T,
12940,ART 4536 A,3D Animation,3,"Lehman, Kayla",TR,2:00 PM,4:30 PM,T,
13030,ART 2020 B,2D:Digital Apps and Technology,3,"Staff, Unknown",TR,2:00 PM,4:30 PM,T,
13835,ART 3338 B,GD: Advanced Typography,3,"Rushton, Edward",TR,5:00 PM,7:30 PM,T,
13819,ART 3323 A,GD: Process & Methodology,3,"Rushton, Edward",MW,11:15 AM,1:45 PM,T,
13718,ART 3225 B,Ceramics: Introduction,3,"Schmuki, Jeffrey",TR,8:00 AM,10:30 AM,T,
13837,ART 4889 A,Graphic Design: Sr. Portfolio,3,"Murdock, Jason",TR,8:00 AM,10:30 AM,T,
13829,ARTG 3331 A,Digital On-Demand Publishing,3,"Mortensen, Hans",TR,5:00 PM,7:30 PM,T,
12927,ARTH 3377 A,Graphic Design History,3,"Staff, Unknown",TR,11:00 AM,12:15 PM,T,
11738,ARTH 3380 A,Women in Art,3,"Alt, Kasie",TR,12:30 PM,1:45 PM,T,
12983,ARTH 3261 A,Italian Mannerism,3,"Townsend, Tiffanie",MW,12:20 PM,1:35 PM,T,
12977,ARTH 2532 A,Art History II,3,"Townsend, Tiffanie",MW,10:10 AM,11:00 AM,T,
12931,ARTH 8630 A,Art Theory and Criticism,3,"Hoelscher, Jason",TR,2:00 PM,4:30 PM,T,
11002,ASTR 1020 A,Stellar & Galactic Astronomy,3,"Staff, Unknown",TR,11:00 AM,12:15 PM,T,
12107,ASTR 1211 B,Astronomy Lab,1,"Staff, Unknown",W,2:30 PM,4:15 PM,T,
12106,ASTR 1211 A,Astronomy Lab,1,"Staff, Unknown",M,2:30 PM,4:15 PM,T,
10668,BCHM 5201 A,Biochemistry I,4,"Staff, Unknown",TR,11:00 AM,12:15 PM,T,
10674,BCHM 5202 AA,Biochemistry II Lab,0,"Staff, Unknown",M,11:15 AM,2:05 PM,T,
10670,BCHM 5201 AA,Biochemistry I Lab,0,"Staff, Unknown",R,8:00 AM,10:50 AM,T,
10673,BCHM 5202 A,Biochemistry II,4,"Staff, Unknown",TR,9:30 AM,10:45 AM,T,
10664,BCHM 3510 A,Biophysical Chemistry,4,"Staff, Unknown",MWF,10:10 AM,11:00 AM,T,
10664,BCHM 3510 A,Biophysical Chemistry,4,"Staff, Unknown",M,10:10 AM,11:00 AM,T,
10671,BCHM 5201 AB,Biochemistry I Lab,0,"Staff, Unknown",W,11:15 AM,2:05 PM,T,
10615,BCHM 3310 A,Bioinorganic Chemistry,4,"Staff, Unknown",W,2:30 PM,5:20 PM,T,
10615,BCHM 3310 A,Bioinorganic Chemistry,4,"Staff, Unknown",MWF,2:30 PM,5:20 PM,T,
13595,BIOL 2251L AC,Anatomy and Physiology I Lab,1,"Johnson, Abigail",W,8:00 AM,9:50 AM,T,
10191,BIOL 2252 B,Anatomy and Physiology II,3,"Johnson, Abigail",MW,12:20 PM,1:35 PM,T,
10857,BIOL 1107L SG,Principles of Biology I Lab,1,"Staff, UnknownSvec, Lace",W,8:00 AM,10:50 AM,T,
10202,BIOL 3134 SA,Cell and Molecular Biology,3,"Zhang, Yong",MW,4:00 PM,5:15 PM,T,
10263,BIOL 1001L SV,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",F,8:00 AM,9:50 AM,T,
10942,BIOL 1108L SG,Principles of Biology II Lab,1,"Carroll, Gwendolyn",W,12:20 PM,3:10 PM,T,
12197,BIOL 5142G SA,Molecular Biotechniques,4,"Cutler, Christophe",TR,2:00 PM,4:50 PM,T,
10260,BIOL 1001L SS,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",R,10:00 AM,11:50 AM,T,
10255,BIOL 1001L SN,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,10:00 AM,11:50 AM,T,
12186,BIOL 4532 SA,Evolution,3,"Gibson, Joshua",MWF,10:10 AM,11:00 AM,T,
10850,BIOL 1107L SA,Principles of Biology I Lab,1,"Gibson, Joshua",M,1:25 PM,4:15 PM,T,
10946,BIOL 1108L SL,Principles of Biology II Lab,1,"Ray, DaniellaCarroll, Gwendolyn",R,9:30 AM,12:20 PM,T,
10947,BIOL 1108L SN,Principles of Biology II Lab,1,"Ray, DaniellaCarroll, Gwendolyn",R,2:00 PM,4:50 PM,T,
10167,BIOL 1108 SA,Principles of Biology II,3,"Carroll, Gwendolyn",TR,8:00 AM,9:15 AM,T,
10687,BIOL 1002L SP,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,12:00 PM,1:50 PM,T,
12252,BIOL 5446G SA,Ornithology,4,"Vives, Stephen",W,8:00 AM,10:50 AM,T,
12252,BIOL 5446G SA,Ornithology,4,"Vives, Stephen",TR,8:00 AM,10:50 AM,T,
10858,BIOL 1107L SI,Principles of Biology I Lab,1,"Greiman, Stephen",W,1:25 PM,4:15 PM,T,
10265,BIOL 1001L SX,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",F,12:00 PM,1:50 PM,T,
10854,BIOL 1107L SE,Principles of Biology I Lab,1,"Wu, Tiehang",T,2:00 PM,4:50 PM,T,
10231,BIOL 1108L H02,Honors Princ of Biology II Lab,1,"Aumack, Craig",R,9:30 AM,12:20 PM,T,
10264,BIOL 1001L SW,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",F,10:00 AM,11:50 AM,T,
10181,BIOL 3131 SA,Physiology,3,"Lewis, Johanne",TR,3:30 PM,4:45 PM,T,
10582,BIOL 1002L SN,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,8:00 AM,9:50 AM,T,
10958,BIOL 2260K SD,Foundations of Micro. Lab,0,"Diamanduros, Andrew",M,4:30 PM,6:20 PM,T,
12194,BIOL 5131 SA,Cell Biology,3,"Cutler, Christophe",TR,9:30 AM,10:45 AM,T,
10692,BIOL 1002L SU,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",R,10:00 AM,11:50 AM,T,
12185,BIOL 4240 SA,Biology of Microorganisms,4,"Greiman, Stephen",MWF,9:05 AM,9:55 AM,T,
12185,BIOL 4240 SA,Biology of Microorganisms,4,"Greiman, Stephen",M,9:05 AM,9:55 AM,T,
10859,BIOL 1107L SJ,Principles of Biology I Lab,1,"Ray, DaniellaSvec, Lace",W,4:40 PM,7:30 PM,T,
10955,BIOL 2260K SA,Foundations of Micro. Lab,0,"Ndaluka, Christina",M,9:05 AM,10:55 AM,T,
10939,BIOL 1108L SD,Principles of Biology II Lab,1,"Staff, UnknownCarroll, Gwendolyn",T,2:00 PM,4:50 PM,T,
13603,BIOL 2251L AK,Anatomy and Physiology I Lab,1,"Johnson, Abigail",R,2:00 PM,3:50 PM,T,
10253,BIOL 1001L SL,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",T,6:00 PM,7:50 PM,T,
13602,BIOL 2251L AJ,Anatomy and Physiology I Lab,1,"Johnson, Abigail",W,2:00 PM,3:50 PM,T,
10262,BIOL 1001L SU,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",R,2:00 PM,3:50 PM,T,
10194,BIOL 3133 SA,Evolution and Ecology,3,"Aumack, Craig",MW,2:30 PM,3:45 PM,T,
10250,BIOL 1001L SI,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",T,2:00 PM,3:50 PM,T,
10936,BIOL 1108L SA,Principles of Biology II Lab,1,"Siccardi, Anthony",T,9:30 AM,12:20 PM,T,
12335,BIOL 2099 SA,Introduction to Forensics,3,"Mondor, Edward",TR,8:00 AM,9:15 AM,T,
10862,BIOL 1107L SM,Principles of Biology I Lab,1,"Zhang, Yong",R,2:00 PM,4:50 PM,T,
10561,BIOL 1002L SA,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",M,10:00 AM,11:50 AM,T,
10965,BIOL 2260K SK,Foundations of Micro. Lab,0,"Diamanduros, Andrew",W,2:30 PM,4:20 PM,T,
10940,BIOL 1108L SE,Principles of Biology II Lab,1,"Staff, UnknownCarroll, Gwendolyn",W,8:00 AM,10:50 AM,T,
10146,BIOL 1002 SA,Intro Biology II: Life,3,"Mathews, Ashley Lor",MWF,10:10 AM,11:00 AM,T,
10254,BIOL 1001L SM,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,10:00 AM,11:50 AM,T,
12218,BIOL 5230 SA,Comparative Animal Physiology,4,"Lewis, JohanneMans, Robert",TR,12:30 PM,1:45 PM,T,
12218,BIOL 5230 SA,Comparative Animal Physiology,4,"Lewis, JohanneMans, Robert",W,12:30 PM,1:45 PM,T,
10693,BIOL 1002L SV,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",R,12:00 PM,1:50 PM,T,
10861,BIOL 1107L SL,Principles of Biology I Lab,1,"Staff, UnknownSvec, Lace",R,11:00 AM,1:50 PM,T,
10156,BIOL 1107 SA,Principles of Biology I,3,"Wu, Tiehang",MWF,9:05 AM,9:55 AM,T,
12223,BIOL 5248 SA,Immunology,4,"Brown, Lisa",W,12:30 PM,3:20 PM,T,
12223,BIOL 5248 SA,Immunology,4,"Brown, Lisa",TR,12:30 PM,3:20 PM,T,
10204,BIOL 3220 SA,Genetics,3,"Harrison, John",TR,11:00 AM,12:15 PM,T,
13580,BIOL 2252L AC,Anatomy and Physiology II Lab,1,"Johnson, Abigail",W,10:00 AM,11:50 AM,T,
10860,BIOL 1107L SK,Principles of Biology I Lab,1,"Conner, AmandaSvec, Lace",R,8:00 AM,10:50 AM,T,
10176,BIOL 2260K S,Foundations of Microbiology,4,"Ndaluka, Christina",TR,11:00 AM,12:15 PM,T,
10572,BIOL 1002L SI,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",T,10:00 AM,11:50 AM,T,
10966,BIOL 2260K SL,Foundations of Micro. Lab,0,"Diamanduros, Andrew",W,4:40 PM,6:30 PM,T,
10245,BIOL 1001L SD,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",M,2:00 PM,3:50 PM,T,
10198,BIOL 2251 02H,Anatomy and Physiology I,3,"Johnson, Abigail",TR,2:00 PM,3:15 PM,T,
10852,BIOL 1107L SC,Principles of Biology I Lab,1,"Staff, UnknownSvec, Lace",T,8:00 AM,10:50 AM,T,
13577,BIOL 2252L AF,Anatomy and Physiology II Lab,1,"Johnson, Abigail",W,12:00 PM,1:50 PM,T,
10570,BIOL 1002L SH,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",T,8:00 AM,9:50 AM,T,
13598,BIOL 2251L AF,Anatomy and Physiology I Lab,1,"Johnson, Abigail",T,12:00 PM,1:50 PM,T,
10257,BIOL 1001L SP,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,2:00 PM,3:50 PM,T,
10150,BIOL 1002 SC,Intro Biology II: Life,3,"Chowdhury, Wasimul",TR,5:30 PM,6:45 PM,T,
10228,BIOL 1108 H01,Honors Principles of Bio II,3,"Aumack, Craig",MWF,9:05 AM,9:55 AM,T,
10686,BIOL 1002L SO,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,10:00 AM,11:50 AM,T,
10149,BIOL 1002 SB,Intro Biology II: Life,3,"Conner, Amanda",TR,2:00 PM,3:15 PM,T,
10948,BIOL 1108L SO,Principles of Biology II Lab,1,"Conner, AmandaCarroll, Gwendolyn",F,9:05 AM,11:55 AM,T,
12233,BIOL 5347 SA,Fisheries Biology,4,"Roberts, Jamie",MWF,1:25 PM,2:15 PM,T,
12233,BIOL 5347 SA,Fisheries Biology,4,"Roberts, Jamie",F,1:25 PM,2:15 PM,T,
10691,BIOL 1002L ST,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,6:00 PM,7:50 PM,T,
13601,BIOL 2251L AI,Anatomy and Physiology I Lab,1,"Johnson, Abigail",T,2:00 PM,3:50 PM,T,
10856,BIOL 1107L SF,Principles of Biology I Lab,1,"Staff, UnknownSvec, Lace",T,5:30 PM,8:20 PM,T,
13579,BIOL 2252L AB,Anatomy and Physiology II Lab,1,"Johnson, Abigail",T,10:00 AM,11:50 AM,T,
12184,BIOL 3535 SA,Botany,3,"Leege, Lissa",TR,2:00 PM,3:15 PM,T,
10944,BIOL 1108L SJ,Principles of Biology II Lab,1,"Staff, UnknownCarroll, Gwendolyn",W,3:35 PM,6:25 PM,T,
10261,BIOL 1001L ST,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",R,12:00 PM,1:50 PM,T,
10961,BIOL 2260K SG,Foundations of Micro. Lab,0,"Staff, UnknownNdaluka, Christina",T,3:30 PM,5:20 PM,T,
13605,BIOL 2251L AM,Anatomy and Physiology I Lab,1,"Johnson, Abigail",W,4:00 PM,5:50 PM,T,
10689,BIOL 1002L SR,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,2:00 PM,3:50 PM,T,
10206,BIOL 4620 SA,Undergraduate Seminar,2,"Svec, Lace",MF,11:15 AM,12:05 PM,T,
10695,BIOL 1002L SX,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",F,11:15 AM,1:05 PM,T,
10256,BIOL 1001L SO,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,12:00 PM,1:50 PM,T,
12260,BIOL 5534G SA,Conservation Biology,3,"Roberts, Jamie",MW,4:00 PM,5:15 PM,T,
13578,BIOL 2252L AA,Anatomy and Physiology II Lab,1,"Johnson, Abigail",M,10:00 AM,11:50 AM,T,
10959,BIOL 2260K SE,Foundations of Micro. Lab,0,"Staff, UnknownNdaluka, Christina",T,9:00 AM,10:50 AM,T,
10130,BIOL 1001 SA,Intro Biology I: Environ,3,"Ray, Daniella",MWF,12:20 PM,1:10 PM,T,
10565,BIOL 1002L SE,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",M,2:00 PM,3:50 PM,T,
13604,BIOL 2251L AL,Anatomy and Physiology I Lab,1,"Johnson, Abigail",M,4:00 PM,5:50 PM,T,
10694,BIOL 1002L SW,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",R,2:00 PM,3:50 PM,T,
10690,BIOL 1002L SS,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",W,4:00 PM,5:50 PM,T,
10195,BIOL 2251 01H,Anatomy and Physiology I,3,"Johnson, Abigail",TR,11:00 AM,12:15 PM,T,
12253,BIOL 5448 SA,Mammalogy,4,"Cawthorn, Michelle",MW,2:30 PM,5:20 PM,T,
10964,BIOL 2260K SJ,Foundations of Micro. Lab,0,"Ndaluka, Christina",W,12:20 PM,2:10 PM,T,
13599,BIOL 2251L AG,Anatomy and Physiology I Lab,1,"Johnson, Abigail",F,12:00 PM,1:50 PM,T,
10251,BIOL 1001L SJ,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",T,4:00 PM,5:50 PM,T,
10577,BIOL 1002L SK,Intro Biology II Lab: Life,1,"Mathews, Ashley Lor",T,12:00 PM,1:50 PM,T,
12251,BIOL 5446 SA,Ornithology,4,"Vives, Stephen",W,8:00 AM,10:50 AM,T,
12251,BIOL 5446 SA,Ornithology,4,"Vives, Stephen",TR,8:00 AM,10:50 AM,T,
13581,BIOL 2252L AD,Anatomy and Physiology II Lab,1,"Johnson, Abigail",R,10:00 AM,11:50 AM,T,
13586,BIOL 2252L AK,Anatomy and Physiology II Lab,1,"Johnson, Abigail",R,4:00 PM,5:50 PM,T,
13582,BIOL 2252L AE,Anatomy and Physiology II Lab,1,"Johnson, Abigail",M,12:00 PM,1:50 PM,T,
10243,BIOL 1001L SB,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",M,12:00 PM,1:50 PM,T,
12195,BIOL 5131G SA,Cell Biology,3,"Cutler, Christophe",TR,9:30 AM,10:45 AM,T,
10963,BIOL 2260K SI,Foundations of Micro. Lab,0,"Chowdhury, Wasimul",W,9:05 AM,10:55 AM,T,
10937,BIOL 1108L SB,Principles of Biology II Lab,1,"Conner, AmandaCarroll, Gwendolyn",T,9:30 AM,12:20 PM,T,
10246,BIOL 1001L SE,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",T,8:00 AM,9:50 AM,T,
13596,BIOL 2251L AD,Anatomy and Physiology I Lab,1,"Johnson, Abigail",R,8:00 AM,9:50 AM,T,
10957,BIOL 2260K SC,Foundations of Micro. Lab,0,"Chowdhury, Wasimul",M,2:30 PM,4:20 PM,T,
10258,BIOL 1001L SQ,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,2:00 PM,3:50 PM,T,
10259,BIOL 1001L SR,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",W,4:00 PM,5:50 PM,T,
12235,BIOL 5347G SA,Fisheries Biology,4,"Roberts, Jamie",MWF,1:25 PM,2:15 PM,T,
12235,BIOL 5347G SA,Fisheries Biology,4,"Roberts, Jamie",F,1:25 PM,2:15 PM,T,
12250,BIOL 5445G SA,Herpetology,4,"McBrayer, Lance",TR,9:30 AM,10:45 AM,T,
12250,BIOL 5445G SA,Herpetology,4,"McBrayer, Lance",T,9:30 AM,10:45 AM,T,
12259,BIOL 5534 SA,Conservation Biology,3,"Roberts, Jamie",MW,4:00 PM,5:15 PM,T,
10960,BIOL 2260K SF,Foundations of Micro. Lab,0,"Chowdhury, Wasimul",T,1:00 PM,2:50 PM,T,
13583,BIOL 2252L AG,Anatomy and Physiology II Lab,1,"Johnson, Abigail",R,12:00 PM,1:50 PM,T,
13597,BIOL 2251L AE,Anatomy and Physiology I Lab,1,"Johnson, Abigail",F,8:00 AM,9:50 AM,T,
10248,BIOL 1001L SG,Intro Biology I Lab: Environ,1,"Mathews, Ashley Lor",T,10:00 AM,11:50 AM,T,
10853,BIOL 1107L SD,Principles of Biology I Lab,1,"Staff, UnknownSvec, Lace",T,11:00 AM,1:50 PM,T,
10159,BIOL 1107 SB,Principles of Biology I,3,"Svec, Lace",TR,9:30 AM,10:45 AM,T,
